Заголовок,Цена,Ссыллка 
Холодильный стол abat cxc-60-02,38000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnyy_stol_abat_cxc-60-02_1795140163
Минск-атлант Kshd-256,5500,https://www.avito.ru/moskva/bytovaya_tehnika/minsk-atlant_kshd-256_916137224
Холодильник multi function Gold Star,8400,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_multi_function_gold_star_1780263616
Холодильник beko,15000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_beko_1792839058
Холодильник Liebherr,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_liebherr_1815905214
"Морозильная камера "" фросфор""-350 литров",14900,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_frosfor-350_litrov_1588321172
Холодильник stinol 104,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_104_1398129345
Холодильник для вина braun BRW-08 HB1 на 8 бутылок,5290,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_dlya_vina_braun_brw-08_hb1_na_8_butylok_1256761052
Холодильник б/у,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1819784333
Терморегулируемый вентиль danfoss,750,https://www.avito.ru/moskva/bytovaya_tehnika/termoreguliruemyy_ventil_danfoss_1817606043
Продаю ручку для холодильника,1000,https://www.avito.ru/moskva/bytovaya_tehnika/prodayu_ruchku_dlya_holodilnika_121489470
Холодильная камера Pozis б/у,9800,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnaya_kamera_pozis_bu_1806614176
Холодильник,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1801053111
Фреон R290,2000,https://www.avito.ru/moskva/bytovaya_tehnika/freon_r290_1773057739
Холодильник Vestfrost,9500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_vestfrost_1810214769
Холодильник немецкий westpoint,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_nemetskiy_westpoint_1814992076
Холодильник Стинол,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1797023751
Холодильник Polair,20000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_polair_1810948249
Холодильник,4500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1812194551
Холодильник Стинол,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1799832651
Холодильник,2300,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1808970121
Фильтр для холодильника SAMSUNG,1500,https://www.avito.ru/moskva/bytovaya_tehnika/filtr_dlya_holodilnika_samsung_1760176096
Для холодильника ЗИЛ Москва реле запуска двигателя,600,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnika_zil_moskva_rele_zapuska_dvigatelya_492270583
Холодильник ЗИЛ-64,1500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil-64_1633238265
Холодильник,57000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1775046963
Элемент термостатический Danfoss TEX 2 (068Z3284),1200,https://www.avito.ru/moskva/bytovaya_tehnika/element_termostaticheskiy_danfoss_tex_2_068z3284_1203198377
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1802443353
"Таймер AQ-2001-21 Стинол Индезит, Аристон",1000,https://www.avito.ru/moskva/bytovaya_tehnika/taymer_aq-2001-21_stinol_indezit_ariston_994503188
Холодильник,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1780892045
Холодильник Bosch,10500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bosch_1821354876
Морозильник Минск с доставкой,4000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnik_minsk_s_dostavkoy_982182182
Холодильник Stinol No Frost рабочий Гарантия б/у,6900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_no_frost_rabochiy_garantiya_bu_1806591719
Передвижной круглый холодильник,9000,https://www.avito.ru/moskva/bytovaya_tehnika/peredvizhnoy_kruglyy_holodilnik_1663901771
"Холодильник ""gorenje""",12000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_gorenje_1791166729
Холодильник,8000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1812217353
Холодильник (морозилка) stinol,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_morozilka_stinol_1791976740
Ящики для холодильника,500,https://www.avito.ru/moskva/bytovaya_tehnika/yaschiki_dlya_holodilnika_1044533202
Холодильник,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1807768822
Холодильник indesit,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_1808103741
Морозильный ларь камера,10999,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnyy_lar_kamera_1382966570
Холодильник Атлант,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1791170846
Холодильник стинол,7000,https://www.avito.ru/moskva_zelenograd/bytovaya_tehnika/holodilnik_stinol_1767754661
"Компрессор для холодильника Стинол, Атлант и други",3000,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_dlya_holodilnika_stinol_atlant_i_drugi_1660302471
TKP-3130,500,https://www.avito.ru/moskva/bytovaya_tehnika/tkp-3130_1105754855
Ручка к холодильнику Атлант 17 серии (верх) (низ),450,https://www.avito.ru/moskva/bytovaya_tehnika/ruchka_k_holodilniku_atlant_17_serii_verh_niz_655531319
Холодильник SAMSUNG,5900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_1800779283
Полки дверные с крышкой для холодильника,1000,https://www.avito.ru/moskva/bytovaya_tehnika/polki_dvernye_s_kryshkoy_dlya_holodilnika_1465984854
Холодильник,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1794924022
Холодильник Атлант,7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1779598523
Испаритель вто (660x470) Батыр Россия,1550,https://www.avito.ru/moskva/bytovaya_tehnika/isparitel_vto_660x470_batyr_rossiya_1814034323
Фризер для мороженного BQL-F08,45000,https://www.avito.ru/moskva/bytovaya_tehnika/frizer_dlya_morozhennogo_bql-f08_1627543299
Холодильник Indesit,7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_1809809611
Холодильник Бирюса 542,12690,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_542_1476667855
"RT3000, Холодильник с инверторным компресором, 255",23555,https://www.avito.ru/moskva/bytovaya_tehnika/rt3000_holodilnik_s_invertornym_kompresorom_255_1820644743
Холодильник,2500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1675629391
Холодильник Бирюса,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_1765034713
Полки для холодильника Stinol,500,https://www.avito.ru/moskva/bytovaya_tehnika/polki_dlya_holodilnika_stinol_592432295
Холодильник,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1808907325
Холодильник Indesit,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_1798669474
Холодильник Siemens KGS 3701,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_siemens_kgs_3701_1781558624
Холодильник с морозилкой Miele KFN 29132 D,65000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_s_morozilkoy_miele_kfn_29132_d_1695826997
Холодильник Атлант кшд 256 двухкамерный,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_kshd_256_dvuhkamernyy_1792283404
Комплектующие от холодильника White-Westinghouse,1000,https://www.avito.ru/moskva/bytovaya_tehnika/komplektuyuschie_ot_holodilnika_white-westinghouse_1696852571
Дверь от холодильника LG GR-419qvqa,1500,https://www.avito.ru/moskva/bytovaya_tehnika/dver_ot_holodilnika_lg_gr-419qvqa_1793660716
Либхер ремкомплект для ручек серебро с накладками,1600,https://www.avito.ru/moskva/bytovaya_tehnika/libher_remkomplekt_dlya_ruchek_serebro_s_nakladkami_1616356108
Холодильник ЗИЛ,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_1501844614
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1793426457
Холодильник бирюс около 150 см,1990,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryus_okolo_150_sm_1776588895
Бутылочница для холодильника,500,https://www.avito.ru/moskva/bytovaya_tehnika/butylochnitsa_dlya_holodilnika_1802474404
"Компрессор HVY57AT R600, (Вт при -23.3) 91 вт",2950,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_hvy57at_r600_vt_pri_-23.3_91_vt_1814786459
"Компрессор ATA80XL 215 Вт, R134,GVY75AN,Китай",3180,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_ata80xl_215_vt_r134gvy75ankitay_1814132169
Холодильник,5900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1814096680
Холодильник Indesit б/у,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_bu_1793501206
Холодильник,5900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1814658687
Холодильник Атлант хм 4011-022,8500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_hm_4011-022_1582032235
Холодильник lhdesit,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lhdesit_1803457897
Для холодильника Стинол корпус вентилятора,1200,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnika_stinol_korpus_ventilyatora_609983614
Испаритель Юрюзань-207 вто (422х300) Китай,900,https://www.avito.ru/moskva/bytovaya_tehnika/isparitel_yuryuzan-207_vto_422h300_kitay_1814309800
Холодильник ЗИЛ,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_1811666956
Продам рабочий микроволновую печь SAMSUNG,1500,https://www.avito.ru/moskva/bytovaya_tehnika/prodam_rabochiy_mikrovolnovuyu_pech_samsung_1503833598
Холодильник bosh kgn36xw20r,16900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bosh_kgn36xw20r_1820963313
Холодильник indesit tt 85,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_tt_85_1802448441
Холодильник Стинол STD 125,13150,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_std_125_1157881317
Запчасти для холодильника Минск мхм 1702-00,200,https://www.avito.ru/moskva/bytovaya_tehnika/zapchasti_dlya_holodilnika_minsk_mhm_1702-00_1776781144
Морозильная камера Бирюса,5000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_biryusa_1802438884
Холодильник встраиваемый Zanussi,20000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_vstraivaemyy_zanussi_1804162191
Холодильник ЗИЛ. Рабочий,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil._rabochiy_1810860447
Электронная плата Модуль 6144152 liebherr (Либхер),2800,https://www.avito.ru/moskva/bytovaya_tehnika/elektronnaya_plata_modul_6144152_liebherr_libher_1530674800
Холодильник,15000,https://www.avito.ru/moskva_zelenograd/bytovaya_tehnika/holodilnik_1767401662
Маленький Liebherr,5900,https://www.avito.ru/moskva/bytovaya_tehnika/malenkiy_liebherr_1770978075
Холодильник Премьер. Отличный и вместительный,23000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_premer._otlichnyy_i_vmestitelnyy_1636730116
Холодильник на запчасти,2500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_na_zapchasti_1804353781
Холодильник,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1791373471
Компрессор GVM 66 AT Secop для холодильника,3000,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_gvm_66_at_secop_dlya_holodilnika_1777717443
Компрессор инверторный embraco (vesd9C) R600A,8000,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_invertornyy_embraco_vesd9c_r600a_1785269947
На electrolux петли Hettich 3A24,1300,https://www.avito.ru/moskva/bytovaya_tehnika/na_electrolux_petli_hettich_3a24_1818813321
Ролик холодильника Атлант,50,https://www.avito.ru/moskva/bytovaya_tehnika/rolik_holodilnika_atlant_1227500894
Холодильник стинол,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1791661117
"Компрессор HMK95AA (Вт при -23.3) 167 Вт, R600",2950,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_hmk95aa_vt_pri_-23.3_167_vt_r600_1814911552
Холодильник Дейву,8500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_deyvu_1538070095
Холодильник Indesit,6500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_1783904266
Холодильник,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1017644247
Холодильник Siemens KG49NSB21,45000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_siemens_kg49nsb21_1261201610
Liebherr заглушки,500,https://www.avito.ru/moskva/bytovaya_tehnika/liebherr_zaglushki_1037049640
Холодильник норд,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_nord_1791270011
Полочки для холодильника Либхер 51.5 / 33.5,700,https://www.avito.ru/moskva/bytovaya_tehnika/polochki_dlya_holodilnika_libher_51.5_33.5_639407463
Холодильник Zanussi бу,20000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zanussi_bu_1820028101
Холодильник Minsk бу,0,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_minsk_bu_1371635271
Полка для бутылок,199,https://www.avito.ru/moskva/bytovaya_tehnika/polka_dlya_butylok_1787247202
Холодильник beko No Frost,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_beko_no_frost_1796661486
Холодильник LG GA-M429 serz,26000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_ga-m429_serz_1791173541
Мотор вентилятора для холодильника Gorenje 419247,2499,https://www.avito.ru/moskva/bytovaya_tehnika/motor_ventilyatora_dlya_holodilnika_gorenje_419247_1716671894
Дверка морозильного отделения холодильника Атлант,1000,https://www.avito.ru/moskva/bytovaya_tehnika/dverka_morozilnogo_otdeleniya_holodilnika_atlant_1170564718
Складная полка для холодильник Lg,1500,https://www.avito.ru/moskva/bytovaya_tehnika/skladnaya_polka_dlya_holodilnik_lg_1204130676
Ящики секции «Bio Fresh» холодильной камеры Liebhe,2000,https://www.avito.ru/moskva/bytovaya_tehnika/yaschiki_sektsii_bio_fresh_holodilnoy_kamery_liebhe_924965954
Холодильник Pozis RS-405,11700,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_pozis_rs-405_1241915479
Холодильник SAMSUNG RB-33 J3420SA,27500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_rb-33_j3420sa_1759938412
Холодильник,2500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_784591675
Холодильник Teka,179990,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_teka_1810842809
Холодильник,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1794176556
Генератор СССР,500,https://www.avito.ru/moskva/bytovaya_tehnika/generator_sssr_1414745879
Холодильник,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1793973765
Холодильник Пельтье запчасти (конструктор) 220-12V,1000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_pelte_zapchasti_konstruktor_220-12v_959190279
Холодильник LG GA-B499 smqz,32000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_ga-b499_smqz_1791469408
Холодильник,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1815797070
"Компрессор Wanbao EKA95L (R-600, -23,3 С, 165 Вт)",2570,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_wanbao_eka95l_r-600_-233_s_165_vt_1814490828
Продам Холодильник,9000,https://www.avito.ru/moskva/bytovaya_tehnika/prodam_holodilnik_1775817211
"Холодильник stinol, indesit и другое в профиле",2500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_indesit_i_drugoe_v_profile_1782157732
Холодильник юрюзань 1967 года,30000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_yuryuzan_1967_goda_1389013198
Испаритель Юрюзань-207 вто (420х280) Россия,950,https://www.avito.ru/moskva/bytovaya_tehnika/isparitel_yuryuzan-207_vto_420h280_rossiya_1814341439
Liebherr заглушка,500,https://www.avito.ru/moskva/bytovaya_tehnika/liebherr_zaglushka_970118555
Ящик овощной biofresh liebherr артикул 9791268,2000,https://www.avito.ru/moskva/bytovaya_tehnika/yaschik_ovoschnoy_biofresh_liebherr_artikul_9791268_1283428642
Встраиваемый холодильник BCS 313V Ariston,2000,https://www.avito.ru/moskva/bytovaya_tehnika/vstraivaemyy_holodilnik_bcs_313v_ariston_1472092351
Смоленск 417,2000,https://www.avito.ru/moskva/bytovaya_tehnika/smolensk_417_1790709891
Холодильник Минск,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_minsk_1804243906
Холодильник,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1798821765
Минихолодильник tesler RC-55 White,6650,https://www.avito.ru/moskva/bytovaya_tehnika/miniholodilnik_tesler_rc-55_white_1394030330
Ящики от холодильника и морозилки Электролюкс,0,https://www.avito.ru/moskva/bytovaya_tehnika/yaschiki_ot_holodilnika_i_morozilki_elektrolyuks_1478059017
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1800734865
"Компрессор GVY75AN (Вт при -23.3) 219 Вт, R134",3850,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_gvy75an_vt_pri_-23.3_219_vt_r134_1814797943
Холодильник ЗИЛ 50-60 х годов,8000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_50-60_h_godov_1787889171
Холодильник,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1810449273
Атлант Холодильник Двухкамерный двух компрессорный,5000,https://www.avito.ru/moskva/bytovaya_tehnika/atlant_holodilnik_dvuhkamernyy_dvuh_kompressornyy_1643216690
"Компрессор HMK80AA (Вт при -23.3) 136 Вт, R600",3000,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_hmk80aa_vt_pri_-23.3_136_vt_r600_1814176310
Холодильник автомобильный electrolux,4500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_avtomobilnyy_electrolux_1385695502
Холодильник,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1799195727
Контроллер однодатчиковый,1100,https://www.avito.ru/moskva/bytovaya_tehnika/kontroller_odnodatchikovyy_1684232020
Холодильник Beko 7,13000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_beko_7_1800246907
Холодильник Liebherr CNPel 4813,26290,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_liebherr_cnpel_4813_1790456969
Холодильник Бирюса-21,4700,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa-21_1445891325
Холодильник Daewoo б/у с гарантией,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_daewoo_bu_s_garantiey_1809999707
Винный шкаф Cellar Private CP021-2T,18800,https://www.avito.ru/moskva/bytovaya_tehnika/vinnyy_shkaf_cellar_private_cp021-2t_1790604573
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1800000224
Холодильник на запчасти (+торг),8000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_na_zapchasti_torg_1802955419
Холодильник Whirpool,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_whirpool_1815249657
Для холодильника ЗИЛ 64 кш дверь от морозилки,1500,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnika_zil_64_ksh_dver_ot_morozilki_543991810
Продам Холодильник Stinol STD 167 White,10000,https://www.avito.ru/moskva/bytovaya_tehnika/prodam_holodilnik_stinol_std_167_white_1770414069
Холодильник ЗИЛ кх - 24,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_kh_-_24_1765291507
Холодильник б/у,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1820546235
Холодильная витрина Бирюса,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnaya_vitrina_biryusa_1798333534
"Компрессор R600,N1112Y,140W Аналог HMK80AA 301996",2670,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_r600n1112y140w_analog_hmk80aa_301996_1814656026
Холодильник,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797884101
Модуль управления SAMSUNG,5000,https://www.avito.ru/moskva/bytovaya_tehnika/modul_upravleniya_samsung_1492176529
Льдогенератор,7500,https://www.avito.ru/moskva/bytovaya_tehnika/ldogenerator_1766376139
Панель к холодильнику LG,600,https://www.avito.ru/moskva/bytovaya_tehnika/panel_k_holodilniku_lg_1655610785
Холодильник LG,35000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_1786468732
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1378214468
Холодильник Haier HRF229biru,29990,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_haier_hrf229biru_1819206968
Компрессор низкотемпературный Secop SC 10 CL,7000,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_nizkotemperaturnyy_secop_sc_10_cl_1814358788
Встраиваемый холодильник haier HRF 225wbru,33990,https://www.avito.ru/moskva/bytovaya_tehnika/vstraivaemyy_holodilnik_haier_hrf_225wbru_1819707193
"Полки, ящики, контейнеры от Liebherr/Либхер",4500,https://www.avito.ru/moskva/bytovaya_tehnika/polki_yaschiki_konteynery_ot_liebherrlibher_1791050189
Холодильник kuppersbusch,12000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_kuppersbusch_943458506
Холодильник liebherr,15000,https://www.avito.ru/moskva_zelenograd/bytovaya_tehnika/holodilnik_liebherr_1809105325
Холодильник Electrolux ER 3660 bn(s),5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_electrolux_er_3660_bns_1056759931
Холодильник Bosch,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bosch_1807700977
Автохолодильник,7000,https://www.avito.ru/moskva/bytovaya_tehnika/avtoholodilnik_1804581580
Холодильник stinol,1500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1785556007
Встраиваемый холодильник bosh(Германия),5000,https://www.avito.ru/moskva_zelenograd/bytovaya_tehnika/vstraivaemyy_holodilnik_boshgermaniya_1802634035
Холодильник,17000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1562964784
Холодильник Атлант,8000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1814712014
Продам холодильник,3500,https://www.avito.ru/moskva/bytovaya_tehnika/prodam_holodilnik_1773914892
Вентиль терморегулирующий danfoss для холодильника,3000,https://www.avito.ru/moskva/bytovaya_tehnika/ventil_termoreguliruyuschiy_danfoss_dlya_holodilnika_1264122421
Морозильная камера Midea,35990,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_midea_1809960960
Настольный холодильный шкаф Глухой,7999,https://www.avito.ru/moskva/bytovaya_tehnika/nastolnyy_holodilnyy_shkaf_gluhoy_1798231064
Морозильный ларь,5000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnyy_lar_1799938337
Новый Холодильник Бирюса 110,9500,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_holodilnik_biryusa_110_1787230795
Пускозащитное Реле Р1 220В 1.1А,350,https://www.avito.ru/moskva/bytovaya_tehnika/puskozaschitnoe_rele_r1_220v_1.1a_1791327101
Холодильник автомобильный переносной 2 в 1,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_avtomobilnyy_perenosnoy_2_v_1_1812549164
"Компрессор ASD43K(L) 115 Вт,R134,LBP Китай,GVM44AT",2550,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_asd43kl_115_vtr134lbp_kitaygvm44at_1814531484
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1821014644
"Мини бар холодильник, охладитель напитков",7000,https://www.avito.ru/moskva/bytovaya_tehnika/mini_bar_holodilnik_ohladitel_napitkov_1801782818
Полка в холодильник Bosch,1000,https://www.avito.ru/moskva/bytovaya_tehnika/polka_v_holodilnik_bosch_1761702629
Контейнер для холодильника,100,https://www.avito.ru/moskva/bytovaya_tehnika/konteyner_dlya_holodilnika_1707380172
Полка для холодильника SAMSUNG RL55tgbih,1000,https://www.avito.ru/moskva/bytovaya_tehnika/polka_dlya_holodilnika_samsung_rl55tgbih_1069896184
"Контейнеры,разделители на холодильник LG GA449ulba",400,https://www.avito.ru/moskva/bytovaya_tehnika/konteyneryrazdeliteli_na_holodilnik_lg_ga449ulba_1509838873
Встраиваемая морозильная камера Teka,77990,https://www.avito.ru/moskva/bytovaya_tehnika/vstraivaemaya_morozilnaya_kamera_teka_1810094053
Холодильник ЗИЛ,14000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_1509142893
Реле Danfoss 103N0021,600,https://www.avito.ru/moskva/bytovaya_tehnika/rele_danfoss_103n0021_740788460
Холодильник Haier HB18fgsaaaru,90000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_haier_hb18fgsaaaru_1819595253
Дверь от холодильника Bosch KNG 39XW25R,1000,https://www.avito.ru/moskva/bytovaya_tehnika/dver_ot_holodilnika_bosch_kng_39xw25r_1632933523
Ящик для холодильника Fridge Mate,750,https://www.avito.ru/moskva/bytovaya_tehnika/yaschik_dlya_holodilnika_fridge_mate_1760182341
Холодильник liebherr,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_liebherr_1803296701
Холодильник neff KG7393I32R,58000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_neff_kg7393i32r_1758987300
Термоконтейнер ТК. Заменит холодильник в пути,1000,https://www.avito.ru/moskva/bytovaya_tehnika/termokonteyner_tk._zamenit_holodilnik_v_puti_780679448
Холодильник Саратов 263,14400,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_saratov_263_1339589942
Холодильник SAMSUNG SRS20 ftfm Side by Side,60000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_srs20_ftfm_side_by_side_1794666485
Холодильник Miele,12000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_miele_1819685923
Морозильник Hotpoint-Ariston HFZ 6150 W,21400,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnik_hotpoint-ariston_hfz_6150_w_1791858045
Холодильник atlant хт 1001,21000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_ht_1001_1770152225
Холодильник beko,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_beko_1798348104
Холодильник,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1820555814
Холодильник Hotpoint-Ariston HBU 1201.4 NF H O3,25000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_hotpoint-ariston_hbu_1201.4_nf_h_o3_1791910419
Холодильник,50000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1541002041
"Компрессор ATA72XL,R134,LBP Китай,GVM66AT, N1114KZ",2900,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_ata72xlr134lbp_kitaygvm66at_n1114kz_1814872968
Холодильник Hotpoint-Ariston HFP 8202 WOS,34000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_hotpoint-ariston_hfp_8202_wos_1240506746
